KODE KANWIL,NAMA KANWIL,KODE CABANG,NAMA CABANG,KODE UKER,NAMA UKER,TIPE KANTOR,KODE POS,KECAMATAN,DATI II,Koreksi DATI II,DATI I,ALAMAT,TELEFON
A,Banda Aceh                              ,43,KC Lhokseumawe                          ,3957,UNIT KRUENG MANE LHOKSEUMAWE            ,UNIT,24355,MUARA BATU,Kab. Aceh Utara,Kab. Aceh Utara,Nanggroe Aceh Darussalam (NAD),Jl.B.Aceh Medan Krueng Mane, 0645-530026
A,Banda Aceh                              ,43,KC Lhokseumawe                          ,7650,UNIT BLANG JREUN LHOKSEUMAWE            ,UNIT,24385,TANAH LUAS,Kab. Aceh Utara,Kab. Aceh Utara,Nanggroe Aceh Darussalam (NAD),Desa Keude Blang Jreun, 0645-371109
A,Banda Aceh                              ,43,KC Lhokseumawe                          ,3952,UNIT LHOKSUKON LHOKSEUMAWE              ,UNIT,24382,LHOKSUKON,Kab. Aceh Utara,Kab. Aceh Utara,Nanggroe Aceh Darussalam (NAD),Jl.Malikul Saleh N0.3 Lhoksukon, 0645-31362
C,Padang                                  ,15,KC Bukittinggi                          ,3543,UNIT LUBUK BASUNG                       ,UNIT,26411,LUBUK BASUNG,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Gajahmada No.1112 Lubuk Basung, 0752-76019
C,Padang                                  ,15,KC Bukittinggi                          ,5431,UNIT KOTO TANGAH BUKITTINGGI            ,UNIT,26152,TILATANGKAMANG,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Pekan Kamis Tilatang Kamang, 0752-7446148
C,Padang                                  ,15,KC Bukittinggi                          ,5430,UNIT IV KOTO BUKITTINGGI                ,UNIT,26161,IV KOTO,Kab. Agam,Kab. Agam,Sumatera Barat,Guguk Randah Koto Tuo, 0752-7444481
C,Padang                                  ,15,KC Bukittinggi                          ,5432,UNIT MANGGOPOH BUKITTINGGI              ,UNIT,26411,LUBUK BASUNG,Kab. Agam,Kab. Agam,Sumatera Barat,Jl Simpang Gudang Balai Satu Manggopoh, 0752-66070
C,Padang                                  ,15,KC Bukittinggi                          ,5433,UNIT MANINJAU BUKITTINGGI               ,UNIT,26471,TANJUNG RAYA MANINJAU,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Raya Maninjau Pasar Maninjau, 0752-61032
C,Padang                                  ,15,KC Bukittinggi                          ,5428,UNIT BIARO BUKITTINGGI                  ,UNIT,26191,IV ANGKAT CANDUNG BIARO,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Raya Bukittinggi Km4 Tanjung Alam, 0752-34152
C,Padang                                  ,15,KC Bukittinggi                          ,5427,UNIT BASO BUKITTINGGI                   ,UNIT,26192,BASO,Kab. Agam,Kab. Agam,Sumatera Barat,Jl.Raya Bukittinggi Payakumbuh Km 13 Kec.Baso, 0752-28116
C,Padang                                  ,15,KC Bukittinggi                          ,5434,UNIT PADANG LUAR BUKITTINGGI            ,UNIT,26181,BANUHAMPU SEI PUAR,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Raya Padang LuarBukittinggi Km 4, 0752-23453
C,Padang                                  ,15,KC Bukittinggi                          ,7873,UNIT LAWANG BUKITTINGGI                 ,UNIT,26162,MATUR,Kab. Agam,Kab. Agam,Sumatera Barat,Pasar Lawang Nagari,0752861745
C,Padang                                  ,15,KC Bukittinggi                          ,7384,UNIT AMPEK NAGARI BUKITTINGGI           ,UNIT,26161,LUBUK BASUNG,Kab. Agam,Kab. Agam,Sumatera Barat,Jorong Pasar Bawan,081266317054
C,Padang                                  ,15,KC Bukittinggi                          ,5437,UNIT TIKU BUKITTINGGI                   ,UNIT,26473,TANJUNG MUTIARA TIKU,Kab. Agam,Kab. Agam,Sumatera Barat,Jl. Pariaman-Manggopoh, 0752-699152
M,Denpasar                                ,278,KC Kalabahi                             ,7860,UNIT PASAR BINONGKO KALABAHI            ,UNIT,85813,TELUK MUTIARA,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Jl. Re Martadinata, 0386-21620
M,Denpasar                                ,278,KC Kalabahi                             ,4662,UNIT MORU KALABAHI                      ,UNIT,85817,TELUK MUTIARA,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Kelurahan Moru, 0388-31446
M,Denpasar                                ,278,KC Kalabahi                             ,3501,UNIT MEBUNG KALABAHI                    ,UNIT,85818,TELUK MUTIARA,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Jl. Diponegoro, 0388-31175
M,Denpasar                                ,278,KC Kalabahi                             ,4661,UNIT BARANUSA KALABAHI                  ,UNIT,85814,TELUK MUTIARA,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Desa Alor Kecil,082147532655
M,Denpasar                                ,278,KC Kalabahi                             ,3598,UNIT SARTIKA KALABAHI                   ,UNIT,85814,TELUK MUTIARA,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Jl. Jenderal Sudirman No. 10,082146080992
M,Denpasar                                ,278,KC Kalabahi                             ,7933,UNIT PANTAR KALABAHI                    ,UNIT,85881,ALOR PANTAR              ,Kab. Alor,Kab. Alor,Nusa Tenggara Timur,Labuan Bajo Rt.07/Rw 04,081238035777
B,Medan                                   ,323,KC Kisaran                              ,5285,UNIT KARTINI KISARAN                    ,UNIT,21214,KOTA KISARAN BARAT,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl.Kartini No.152, 0623-71015
B,Medan                                   ,323,KC Kisaran                              ,7693,UNIT TINGGI RAJA KISARAN                ,UNIT,21251,KISARAN,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Desa Padang Sari Tinggi Raja Asahan, 0623-41575
B,Medan                                   ,323,KC Kisaran                              ,7692,UNIT PERHUTAAN SILAU KISARAN            ,UNIT,21264,MERANTI,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Parhutaan Silo Pulo Bandring Asahan, 0623-41575
B,Medan                                   ,323,KC Kisaran                              ,5284,UNIT BANDAR PASIR MANDOGE KISA          ,UNIT,21262,BANDAR PASIR MANDOGE,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Bandar Pasir Mandoge No 33, 0623-351044
B,Medan                                   ,323,KC Kisaran                              ,5282,UNIT TERMINAL II KISARAN                ,UNIT,21212,KOTA KISARAN BARAT,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. A.Yani. Graha Asahan Indah Blok C No 4, 0623-348536
B,Medan                                   ,323,KC Kisaran                              ,7040,UNIT SENTANG KISARAN                    ,UNIT,21224,KOTA KISARAN TIMUR,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Gatot Subroto No 249 Kel Sentang, 0623-345505
B,Medan                                   ,323,KC Kisaran                              ,5283,UNIT AIR JOMAN KISARAN                  ,UNIT,21263,AIR JOMAN,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Protokol Binjai Serbangan Kab Asahan,06237354111
B,Medan                                   ,323,KC Kisaran                              ,5280,UNIT BUNTU PANE KISARAN                 ,UNIT,21261,BUNTU PANEI,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl Besar Sei Silau Timur Kel Sei Silau Timur,0623357212
B,Medan                                   ,154,KC Tanjung Balai                        ,5381,UNIT AEK TARUM TANJUNG BALAI            ,UNIT,21274,BANDARPULAU,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Gonting Malaha, 0623-94268
B,Medan                                   ,154,KC Tanjung Balai                        ,7035,UNIT SEI KEPAYANG TANJUNG BALA          ,UNIT,21381,SUNGAIKEPAYANG,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Sei Kepayang Tengah, 0623-71015
B,Medan                                   ,154,KC Tanjung Balai                        ,3355,UNIT SIMPANG EMPAT TANJUNG B            ,UNIT,21271,SIMPANGEMPAT,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Kisaran T Balai, 0623-533236
B,Medan                                   ,154,KC Tanjung Balai                        ,5382,UNIT AIR BATU TANJUNG BALAI             ,UNIT,21272,AIRBATU,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jl. Besar Air Batu Dsn Ii,0623357212
B,Medan                                   ,154,KC Tanjung Balai                        ,5380,UNIT AEK LOBA TANJUNG BALAI             ,UNIT,21273,PULAURAKYAT,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jalan Lintas Sumatera Utara Lingk.II No.52 Kel.Aek Loba Pekan Kec.Aek Kuasan Kab.Asahan  Provinsi Sumatera Utara, 0623-351044
B,Medan                                   ,154,KC Tanjung Balai                        ,3537,UNIT PULAU RAKYAT TANJUNG B             ,UNIT,21273,PULAURAKYAT,Kab. Asahan,Kab. Asahan,Sumatera Utara,Jalan Lintas Sumatera Desa Pulau Rakyat Tua Dusun I Nomor 76 Kecamatan Pulau Rakyat Kabupaten Asahan Provinsi Sumatera Utara, 0623-355059
O,KANWIL JAYAPURA                         ,561,KC Timika                               ,4977,UNIT ASMAT TIMIKA                       ,UNIT,99677,Agats,Kab. Asmat,Kab. Asmat,Papua,Jl Muyu Kecil Kp. Bis Agats,081241230423
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4632,UNIT LUKLUK DENPASAR GATOT SUB          ,UNIT,80351,MENGWI,Kab. Badung,Kab. Badung,Bali,Jl. Raya Abianbase, 0361-422727
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4637,UNIT PETANG DENPASAR GATOT SUB          ,UNIT,80353,PETANG,Kab. Badung,Kab. Badung,Bali,Jl. Raya Petang, 0361-813123
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4634,UNIT MENGWI DENPASAR GATOT SUB          ,UNIT,80351,MENGWI,Kab. Badung,Kab. Badung,Bali,Jl. Rama, 0361-811703
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4630,UNIT BLAHKIUH DENPASAR GATOT S          ,UNIT,80352,ABIANSEMAL,Kab. Badung,Kab. Badung,Bali,Jl. Raya Blahkiuh, 0361-810357
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4633,UNIT MAMBAL DENPASAR GATOT SUB          ,UNIT,80352,ABIANSEMAL,Kab. Badung,Kab. Badung,Bali,Jl. Raya Mambal, 0361-469796
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4639,UNIT TRENGGANA DENPASAR GATOT           ,UNIT,80238,DENPASAR TIMUR,Kab. Badung,Kab. Badung,Bali,Jl. Trengguli Denpasar Kec Denpasar Timur Kab Denpasar, 0361-467367
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4638,UNIT SEMPIDI DENPASAR GATOT SU          ,UNIT,80331,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Sempidi No. 40, 0361-426402
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4721,UNIT DALUNG DENPASAR GATSU              ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Gunung Sanghyang No. 252, 0361-420665
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,4716,UNIT CANGGU DENPASAR GATSU              ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Canggu No. 5, 0361-413597
M,Denpasar                                ,572,KC Denpasar Gatot Subroto               ,7794,UNIT MUNGGU DENPASAR GATOT SUB          ,UNIT,80351,MENGWI,Kab. Badung,Kab. Badung,Bali,Jl. Bypass Tanah Lot,081331541606
M,Denpasar                                ,556,KC Kuta                                 ,7949,UNIT KUTA II KUTA                       ,UNIT,80361,Kuta,Kab. Badung,Kab. Badung,Bali,Jalan Ken Dedes No. 2 Kuta, 0361-751282
M,Denpasar                                ,556,KC Kuta                                 ,4641,UNIT NUSA DUA DENPASAR KUTA             ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl Kurusetra,0361-778183
M,Denpasar                                ,556,KC Kuta                                 ,7906,UNIT TAMAN GRIYA DENPASAR KUTA          ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Batur Raya No. 45, 0361-8498201
M,Denpasar                                ,556,KC Kuta                                 ,984,UNIT KUTA                               ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Kuta, 0361-753309
M,Denpasar                                ,556,KC Kuta                                 ,7629,UNIT LEGIAN DENPASAR KUTA               ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Legian No. 494, 0361-751773
M,Denpasar                                ,556,KC Kuta                                 ,4718,UNIT GUNUNG SOPUTAN KUTA                ,UNIT,80222,DENPASAR SELATAN,Kab. Badung,Kab. Badung,Bali,Jl. Gn. Soputan No. 88, 0361-734478
M,Denpasar                                ,556,KC Kuta                                 ,4719,UNIT SEMINYAK DENPASAR KUTA             ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Peti Tenget No.2 Kerobokan, 0361-732699
M,Denpasar                                ,556,KC Kuta                                 ,7627,UNIT ULUWATU DENPASAR KUTA              ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Raya Uluwatu No. 64, 0361-703568
M,Denpasar                                ,556,KC Kuta                                 ,4722,UNIT JIMBARAN DENPASAR KUTA             ,UNIT,80361,KUTA,Kab. Badung,Kab. Badung,Bali,Jl. Uluwatu No. 2, 0361-701306
M,Denpasar                                ,124,KC Tabanan                              ,7403,UNIT ABIAN TUWUNG TABANAN               ,UNIT,80351,MENGWI,Kab. Badung,Kab. Badung,Bali,Jl. Raya Mengwitani No. 110, 0361-813210
L,Banjarmasin                             ,147,KC Amuntai                              ,4475,UNIT PARINGIN AMUNTAI                   ,UNIT,71662,PARINGIN,Kab. Balangan,Kab. Balangan,Kalimantan Selatan,Jl Jend A. Yani Rt1 No66,0526-2028225
L,Banjarmasin                             ,147,KC Amuntai                              ,4472,UNIT BATUMANDI AMUNTAI                  ,UNIT,71663,BATUMANDI,Kab. Balangan,Kab. Balangan,Kalimantan Selatan,Jl. A. Yani No. 04, 0527-6105070
L,Banjarmasin                             ,147,KC Amuntai                              ,4471,UNIT AWAYAN AMUNTAI                     ,UNIT,71664,AWAYAN,Kab. Balangan,Kab. Balangan,Kalimantan Selatan,Desa Awayan Hilir Rt.Ii Kec.Awayan,081351962873
L,Banjarmasin                             ,147,KC Amuntai                              ,4474,UNIT HALONG AMUNTAI                     ,UNIT,71666,HALONG,Kab. Balangan,Kab. Balangan,Kalimantan Selatan,Jl. Datu Balimbing Halong,08115007506
L,Banjarmasin                             ,147,KC Amuntai                              ,7154,UNIT LAMPIHONG AMUNTAI                  ,UNIT,71661,LAMPIHONG,Kab. Balangan,Kab. Balangan,Kalimantan Selatan,Kec. Lampihong,08115007501
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,749,UNIT CILEUNYI BANDUNG A H NASU          ,UNIT,40282,KIARACONDONG,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl Raya Cileunyi No.404 RT 1/5, 022-7815790
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,3999,UNIT MARGAHAYU RAYA BARAT BAND          ,UNIT,40287,BANDUNG KIDUL,Kab. Bandung,Kab. Bandung,Jawa Barat,Grand Metro Center I No. 1 Jalan Rancabolang, 022-7567374
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,758,UNIT CICADAS TIMUR BANDUNG              ,UNIT,40194,CICADAS,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl A.Yani No659B, 022-7207012
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,7922,UNIT CIMEKAR BANDUNG A H NASUT          ,UNIT,40623,CILEUNYI,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl Raya Cinunuk No.199,0227816019
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,7328,UNIT CINUNUK BANDUNG A.H. NASU          ,UNIT,40624,CILEUNYI,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Raya Cinunuk No. 147 Bandung,0227810276
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,3683,UNIT UJUNG BERUNG TIMUR BANDUN          ,UNIT,40612,UJUNGBERUNG,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Raya Ujungberung No. 288D Ujungberung,0227806802
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,7920,UNIT CIJAMBE BANDUNG  A H NASU          ,UNIT,40619,UJUNGBERUNG              ,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl A.H.Nasution No.17 Rt.01/01,0227801463
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,7431,UNIT DERWATI BANDUNG A H NASU           ,UNIT,40296,RANCASARI,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Adiflora No. 15 Bandung,0227534438
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,3682,UNIT MARGAHAYU RAYA TIMUR BAND          ,UNIT,40286,MARGACINTA,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Venus No. Kompleks Metro,0227505262
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,886,UNIT CICAHEUM BANDUNG A H NASU          ,UNIT,40194,CICADAS,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Jend. A. Yani No. 104 Bandung,0227202464
F,Bandung                                 ,354,KC Bandung A.H. Nasution                ,7637,UNIT SINDANG LAYA BANDUNG A H           ,UNIT,40194,CICADAS,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. A H Nasution Sukamiskin No. 127,0227102948
F,Bandung                                 ,401,KC Bandung Kopo                         ,3998,UNIT SAYURAN BANDUNG KOPO               ,UNIT,40375,BALEENDAH,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl Terusan Sayuran No.35 Rt01/04,022-85934129
F,Bandung                                 ,401,KC Bandung Kopo                         ,766,UNIT BANDUNG SELATAN KOPO               ,UNIT,40256,REGOL,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Moch. Toha No. 388 Rt.02 Rw.06, 022-5205223
F,Bandung                                 ,401,KC Bandung Kopo                         ,4002,UNIT CIGONDEWAH BANDUNG KOPO            ,UNIT,40214,BANDUNG KULON,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Cibolerang Barat No.7, 022-5422885
F,Bandung                                 ,401,KC Bandung Kopo                         ,769,UNIT CIBADUYUT BANDUNG KOPO             ,UNIT,40235,BOJONGLOA KIDUL,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Cibaduyut Raya No.12 Bandung, 022-5403014
F,Bandung                                 ,401,KC Bandung Kopo                         ,772,UNIT CARINGIN BANDUNG KOPO              ,UNIT,40212,BANDUNG KULON,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl.Caringin No.136 , 022-5402168
F,Bandung                                 ,401,KC Bandung Kopo                         ,4003,UNIT SUMBERSARI BANDUNG KOPO            ,UNIT,40227,BABAKAN CIPARAY,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Kopo No.411 , 022-5401809 
F,Bandung                                 ,401,KC Bandung Kopo                         ,4001,UNIT CANGKUANG BANDUNG KOPO             ,UNIT,40239,BOJONGLOA KIDUL,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. Terusan Cibaduyut No. 154 Bandung,0225434214
F,Bandung                                 ,401,KC Bandung Kopo                         ,7022,UNIT LEUWI PANJANG BANDUNG KOP          ,UNIT,40223,BABAKAN CIPARAY,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl Leuwipanjang No. 15 B Kelurahan Situsaeur,0225225541
F,Bandung                                 ,389,KC Bandung Martadinata                  ,7463,UNIT TURANGGA BANDUNG MARTADIN          ,UNIT,40265,LENGKONG,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl. R.A.A Martanegara No.62, 022-7306277
F,Bandung                                 ,389,KC Bandung Martadinata                  ,754,UNIT CIHAPIT BANDUNG MARTADINA          ,UNIT,40114,BANDUNG WETAN,Kab. Bandung,Kab. Bandung,Jawa Barat,Jl.Cihapit No.7 , 022-4241193 
